iter	RMSE
256	25.53307036
257	25.40596889
258	25.23024955
259	25.11442184
260	24.9781714
261	24.85898221
262	24.72208697
263	24.60449232
264	24.46324725
265	24.35393361
266	24.22335812
267	24.11540995
268	24.00859348
269	23.89409617
270	23.78364561
271	23.65535968
272	23.53075693
273	23.42310034
274	23.32196076
275	23.19652311
276	23.09415517
277	22.97198172
278	22.85308187
279	22.75598182
280	22.63692078
281	22.53630311
282	22.43661562
283	22.32224082
284	22.22430179
285	22.12727161
286	22.02059125
287	21.92434794
288	21.81508489
289	21.7116091
290	21.60340728
291	21.50178605
292	21.41367164
293	21.32701884
294	21.23601419
295	21.137402
296	21.05028126
297	20.96402049
298	20.88114777
299	20.7988232
300	20.71695069
301	20.61558884
302	20.53038191
303	20.45099639
304	20.37217862
305	20.29406296
306	20.19592688
307	20.09918772
308	20.02306302
309	19.9346154
310	19.85711233
311	19.77013832
312	19.69663863
313	19.62379551
314	19.54958721
315	19.47803203
316	19.40702871
317	19.33675375
318	19.2620749
319	19.17390892
320	19.10535581
321	19.03556627
322	18.96341931
323	18.89193956
324	18.81315246
325	18.74761692
326	18.68090945
327	18.613952
328	18.55012253
329	18.48688499
330	18.42418325
331	18.34947551
332	18.28326979
333	18.21768934
334	18.15272943
335	18.08040866
336	18.01659845
337	17.95339524
338	17.89079437
339	17.83296172
340	17.76346082
341	17.70672404
342	17.64628284
343	17.58642356
344	17.51914542
345	17.46446156
346	17.4061835
347	17.35251992
348	17.29530432
349	17.23864622
350	17.17447135
351	17.03034326
352	16.97524549
353	16.92068716
354	16.86666398
355	16.81317166
356	16.75223972
357	16.61453244
358	16.5625254
359	16.51103191
360	16.45231561
361	16.34200228
362	16.28458218
363	16.23495628
364	16.18582424
365	16.05518507
366	16.00700852
367	15.9520989
368	15.90481602
369	15.85800687
370	15.81166753
371	15.68761833
372	15.6421905
373	15.59722012
374	15.55270336
375	15.50863643
376	15.46501557
377	15.42183702
378	15.37909705
379	15.33679195
380	15.29491804
381	15.25347165
382	15.21244915
383	15.1718469
384	15.13166131
385	15.0918888
386	15.05252581
387	15.0135688
388	14.97501426
389	14.93685868
390	14.89909861
391	14.86173057
392	14.82475115
393	14.78815692
394	14.75194449
395	14.71611051
396	14.6806516
397	14.64556445
398	14.61084575
399	14.57649221
400	14.54250055
401	14.50886754
402	14.46317453
403	14.43026462
404	14.38559862
405	14.3415813
406	14.30973615
407	14.26670935
408	14.2355512
409	14.20472476
410	14.16301
411	14.13285085
412	14.09207932
413	14.05190268
414	14.02272514
415	13.98345795
416	13.95491406
417	13.91653706
418	13.88861405
419	13.8511083
420	13.81415062
421	13.77773189
422	13.67849931
423	13.65200546
424	13.62579793
425	13.59987399
426	13.51262862
427	13.47832519
428	13.44452202
429	13.41960896
430	13.33501343
431	13.3105304
432	13.27802889
433	13.24600177
434	13.15692295
435	13.13343451
436	13.10252172
437	13.01613552
438	12.99334727
439	12.97080844
440	12.9485166
441	12.86473903
442	12.84287103
443	12.81413449
444	12.79274591
445	12.71167814
446	12.69069635
447	12.66319616
448	12.58458258
449	12.56422639
450	12.5440952
451	12.46769324
452	12.44170462
453	12.42217329
454	12.39677805
455	12.37175321
456	12.29829396
457	12.27955103
458	12.26101688
459	12.18832381
460	12.16989788
461	12.15168029
462	12.0822019
463	12.06430674
464	12.04661432
465	11.97781288
466	11.96043179
467	11.94324801
468	11.87749963
469	11.86062099
470	11.84393434
471	11.77882873
472	11.76243677
473	11.74623165
474	11.68402432
475	11.66810791
476	11.65237328
477	11.58112099
478	11.56563961
479	11.55033511
480	11.49123825
481	11.47620753
482	11.46134891
483	11.39335575
484	11.3787378
485	11.36428732
486	11.35000247
487	11.28395734
488	11.26990497
489	11.25601378
490	11.20125898
491	11.18761817
492	11.17413419
493	11.11286136
494	11.09960107
495	11.08649333
496	11.03216429
497	11.01927512
498	11.00653455
499	10.94622202
500	10.93369177
501	10.92130611
502	10.86950513
503	10.85732762
504	10.80112265
505	10.78914995
506	10.77731575
507	10.76561852
508	10.71613297
509	10.69990641
510	10.68851733
511	10.63483198
512	10.62363571
513	10.60796021
514	10.59699978
515	10.54342277
516	10.53264661
517	10.52199596
518	10.47580638
519	10.46084825
520	10.45047853
521	10.40059451
522	10.38250005
523	10.37242095
524	10.35819343
525	10.31418693
526	10.29678806
527	10.27968249
528	10.26286487
529	10.21521237
530	10.19871005
531	10.18938238
532	10.17326277
533	10.16414925
534	10.11789868
535	10.10218334
536	10.09332937
537	10.0522076
538	10.04350637
539	10.02830161
540	10.01980117
541	9.974935703
542	9.960111723
543	9.951854212
544	9.912659907
545	9.901126722
546	9.88687356
547	9.87286398
548	9.859093454
549	9.816826944
550	9.80331146
551	9.79002638
552	9.782485318
553	9.769513491
554	9.727344136
555	9.714610692
556	9.70737239
557	9.700220966
558	9.663698569
559	9.656672153
560	9.644434541
561	9.605170567
562	9.593158407
563	9.586416728
564	9.577049785
565	9.542180565
566	9.530629
567	9.519276689
568	9.508119875
569	9.497154876
570	9.459612578
571	9.448845956
572	9.442699865
573	9.418111067
574	9.407672076
575	9.381015441
576	9.37511854
577	9.34494562
578	9.334826269
579	9.311810208
580	9.303974075
581	9.294220982
582	9.265370598
583	9.255788603
584	9.229562657
585	9.220149495
586	9.210900413
587	9.193462552
588	9.184437646
589	9.157479279
590	9.148611914
591	9.139899264
592	9.123128845
593	9.116889659
594	9.100451294
595	9.093782981
596	9.069694847
597	9.061379082
598	9.032456398
599	9.024352281
600	8.99944776
601	8.991483606
602	8.983660098
603	8.968119523
604	8.960485421
605	8.932224483
606	8.924785364
607	8.901475696
608	8.885079265
609	8.879565558
610	8.864606604
611	8.859209639
612	8.831971347
613	8.805032379
614	8.778389401
615	8.747734389
616	8.721341092
617	8.695236998
618	8.673062565
619	8.647191311
620	8.625346558
621	8.596010674
622	8.570330098
623	8.544930827
624	8.523657656
625	8.498485921
626	8.477529568
627	8.452583842
628	8.432008524
629	8.407293372
630	8.386801446
631	8.366801408
632	8.342266316
633	8.318001099
634	8.289333063
635	8.265292556
636	8.245814862
637	8.221997587
638	8.202329198
639	8.178726597
640	8.15975223
641	8.136369505
642	8.117130199
643	8.093958688
644	8.075004685
645	8.046711267
646	8.023730627
647	8.005602062
648	7.982836294
649	7.965039714
650	7.951379873
651	7.937903292
652	7.920469848
653	7.893560471
654	7.880249944
655	7.867117679
656	7.854161139
657	7.837283798
658	7.819997116
659	7.807224583
660	7.79462299
661	7.778422938
662	7.752808273
663	7.740360915
664	7.728079845
665	7.712390131
666	7.700274108
667	7.684228779
668	7.662244489
669	7.650429704
670	7.633714868
671	7.610023766
672	7.595045952
673	7.57407804
674	7.550785899
675	7.534395458
676	7.502964452
677	7.480043541
678	7.468862069
679	7.446251434
680	7.435305664
681	7.413001431
682	7.398489458
683	7.378737111
684	7.35680457
685	7.340709926
686	7.326563817
687	7.304801944
688	7.2855491
689	7.2697822
690	7.248377788
691	7.228060824
692	7.208736922
693	7.187675215
694	7.177247945
695	7.158669316
696	7.148374932
697	7.129617501
698	7.109072325
699	7.098901352
700	7.088881714
701	7.070465025
702	7.050266302
703	7.040365647
704	7.022655541
705	7.00280629
706	6.993022677
707	6.975303594
708	6.965643564
709	6.946129601
710	6.928755937
711	6.919209801
712	6.899915794
713	6.880702829
714	6.863619282
715	6.844747087
716	6.835360049
717	6.826110938
718	6.80934112
719	6.790788157
720	6.78164635
721	6.771796347
722	6.755670821
723	6.739734604
724	6.721640722
725	6.71260485
726	6.703700951
727	6.694179331
728	6.678533106
729	6.66307074
730	6.645416134
731	6.636612993
732	6.619128692
733	6.610445164
734	6.601228426
735	6.592195568
736	6.577151268
737	6.562284166
738	6.553719704
739	6.536652265
740	6.527893731
741	6.513315483
742	6.504861357
743	6.488693592
744	6.472069746
745	6.455615291
746	6.447252378
747	6.428996544
748	6.412665596
749	6.404453402
750	6.388279884
751	6.380001483
752	6.371890907
753	6.363938329
754	6.356220208
755	6.342379187
756	6.328463529
757	6.314950685
758	6.29929194
759	6.291165077
760	6.275657387
761	6.267636584
762	6.259729456
763	6.2443619
764	6.229668964
765	6.21460035
766	6.196732203
767	6.182301552
768	6.169075216
769	6.154239829
770	6.142397821
771	6.12771094
772	6.113175664
773	6.098790653
774	6.081146919
775	6.066874437
776	6.04945414
777	6.041673029
778	6.031783617
779	6.017612615
780	6.00358821
781	5.989709106
782	5.972461742
783	5.958690963
784	5.949816237
785	5.932798917
786	5.919120533
787	5.902316415
788	5.887234841
789	5.874050948
790	5.864006726
791	5.85052185
792	5.836955313
793	5.820440877
794	5.813196116
795	5.798970772
796	5.792023312
797	5.782577838
798	5.769292229
799	5.755569769
800	5.745813056
801	5.732785893
802	5.719685107
803	5.705481113
804	5.69896403
805	5.690154075
806	5.683895356
807	5.670531842
808	5.657532755
809	5.651530842
810	5.643308781
811	5.630436008
812	5.617681077
813	5.611993984
814	5.599235405
815	5.590961422
816	5.579119031
817	5.566623965
818	5.557034807
819	5.544738643
820	5.535238125
821	5.523053183
822	5.510995223
823	5.498891103
824	5.488383457
825	5.481665883
826	5.472308595
827	5.460453796
828	5.448274302
829	5.437919393
830	5.430334528
831	5.424978339
832	5.418656729
833	5.407001031
834	5.395305042
835	5.384985092
836	5.377755887
837	5.366311188
838	5.354986282
839	5.343357578
840	5.332269512
841	5.321961304
842	5.310968981
843	5.30075013
844	5.289852874
845	5.27907038
846	5.268919869
847	5.258077058
848	5.248014594
849	5.237013838
850	5.227038544
851	5.220834869
852	5.210322583
853	5.203597448
854	5.193183347
855	5.183250248
856	5.172926717
857	5.166241245
858	5.156014274
859	5.146134864
860	5.135606282
861	5.128960261
862	5.118917584
863	5.10909123
864	5.099136133
865	5.092529275
866	5.082667547
867	5.072767474
868	5.062975739
869	5.056407718
870	5.046724117
871	5.040220522
872	5.030628037
873	5.020876592
874	5.010993156
875	5.004527875
876	4.995109085
877	4.985410936
878	4.978995603
879	4.969647555
880	4.960399397
881	4.950755228
882	4.944377773
883	4.935062243
884	4.925489449
885	4.917289323
886	4.908176448
887	4.901860507
888	4.892475955
889	4.882938769
890	4.876646443
891	4.867690461
892	4.858830507
893	4.852588601
894	4.843091783
895	4.834298607
896	4.828104669
897	4.819394904
898	4.80995193
899	4.801188162
900	4.793179299
901	4.784624994
902	4.775230652
903	4.766403224
904	4.760287171
905	4.75401012
906	4.744672833
907	4.738607714
908	4.730173929
909	4.720906672
910	4.713065176
911	4.70469183
912	4.696070002
913	4.687876338
914	4.681900464
915	4.672651788
916	4.664520292
917	4.658590256
918	4.650536444
919	4.641341669
920	4.635457174
921	4.62734206
922	4.618216565
923	4.610566102
924	4.602631242
925	4.591872742
926	4.583676325
927	4.577903753
928	4.570111554
929	4.562403911
930	4.553327273
931	4.547589242
932	4.540195843
933	4.532535679
934	4.524841735
935	4.517032417
936	4.50797678
937	4.502269424
938	4.495038649
939	4.4875903
940	4.480223067
941	4.471204667
942	4.465537233
943	4.458226292
944	4.44927681
945	4.443652967
946	4.436091442
947	4.428995321
948	4.421808543
949	4.412895125
950	4.407310035
951	4.40006894
952	4.393279602
953	4.386215423
954	4.378935894
955	4.370044153
956	4.364488637
957	4.357555085
958	4.348731763
959	4.343219148
960	4.336402832
961	4.329512053
962	4.322412471
963	4.313625303
964	4.308150206
965	4.301387061
966	4.292667784
967	4.28723511
968	4.280549852
969	4.273726421
970	4.266804899
971	4.258121411
972	4.252725479
973	4.246128949
974	4.237512836
975	4.230402114
976	4.223853639
977	4.217430536
978	4.210944388
979	4.204262758
980	4.195664527
981	4.190343287
982	4.183977832
983	4.177548408
984	4.171148443
985	4.162587456
986	4.157302319
987	4.148821102
988	4.142293644
989	4.137049413
990	4.128633571
991	4.123438269
992	4.117209866
993	4.111061438
994	4.104892598
995	4.096513742
996	4.091354588
997	4.085233625
998	4.078927813
999	4.070601486
